,type,value,date
5461,TMIN,170,1960-08-7
5462,PRCP,0,1960-08-7
5463,TMAX,240,1960-09-7
5464,TMIN,160,1960-09-7
5465,PRCP,24,1960-09-7
5466,TMAX,230,1960-10-7
5467,TMIN,140,1960-10-7
5468,PRCP,202,1960-10-7
5469,TMAX,260,1960-11-7
5470,TMIN,120,1960-11-7
5471,PRCP,0,1960-11-7
5472,TMAX,250,1960-12-7
5473,TMIN,120,1960-12-7
5474,PRCP,0,1960-12-7
5475,TMAX,270,1961-01-7
5476,TMIN,150,1961-01-7
5477,PRCP,0,1961-01-7
5478,TMAX,260,1961-02-7
5479,TMIN,130,1961-02-7
5480,PRCP,0,1961-02-7
5481,TMAX,310,1961-03-7
5482,TMIN,170,1961-03-7
5483,PRCP,0,1961-03-7
5484,TMAX,310,1961-04-7
5485,TMIN,150,1961-04-7
5486,PRCP,0,1961-04-7
5487,TMAX,320,1961-05-7
5488,TMIN,160,1961-05-7
5489,PRCP,0,1961-05-7
5490,TMAX,290,1961-06-7
5491,TMIN,140,1961-06-7
5492,PRCP,223,1961-06-7
5493,TMAX,250,1961-07-7
5494,TMIN,150,1961-07-7
5495,PRCP,0,1961-07-7
5496,TMAX,270,1961-08-7
5497,TMIN,160,1961-08-7
5498,PRCP,27,1961-08-7
5499,TMAX,260,1961-09-7
5500,TMIN,150,1961-09-7
5501,PRCP,0,1961-09-7
5502,TMAX,260,1961-10-7
5503,TMIN,150,1961-10-7
5504,PRCP,0,1961-10-7
5505,TMAX,240,1961-11-7
5506,TMIN,160,1961-11-7
5507,PRCP,0,1961-11-7
5508,TMAX,240,1961-12-7
5509,TMIN,120,1961-12-7
5510,PRCP,0,1961-12-7
5511,TMAX,260,1962-01-7
5512,TMIN,120,1962-01-7
5513,PRCP,0,1962-01-7
5514,TMAX,280,1962-02-7
5515,TMIN,150,1962-02-7
5516,PRCP,0,1962-02-7
5517,TMAX,310,1962-03-7
5518,TMIN,160,1962-03-7
5519,PRCP,0,1962-03-7
5520,TMAX,320,1962-04-7
5521,TMIN,170,1962-04-7
5522,PRCP,0,1962-04-7
5523,PRCP,0,1962-05-7
5524,PRCP,0,1962-06-7
5525,PRCP,0,1962-08-7
5528,PRCP,0,1962-09-7
5529,TMAX,260,1962-10-7
5530,TMIN,160,1962-10-7
5531,PRCP,170,1962-10-7
5532,TMAX,230,1962-11-7
5533,TMIN,120,1962-11-7
5534,PRCP,27,1962-11-7
5535,TMAX,310,1962-12-7
5536,TMIN,130,1962-12-7
5537,PRCP,0,1962-12-7
5538,TMAX,280,1963-01-7
5539,TMIN,100,1963-01-7
5540,PRCP,0,1963-01-7
5541,TMAX,280,1963-02-7
5542,TMIN,120,1963-02-7
5543,PRCP,0,1963-02-7
5544,TMAX,240,1963-03-7
5545,TMIN,170,1963-03-7
5546,PRCP,0,1963-03-7
5547,TMAX,200,1963-05-7
5548,TMIN,130,1963-05-7
5549,PRCP,0,1963-05-7
5550,TMAX,240,1963-08-7
5551,TMIN,160,1963-08-7
5552,PRCP,0,1963-08-7
5553,TMAX,260,1963-09-7
5554,TMIN,160,1963-09-7
5555,PRCP,0,1963-09-7
5556,TMAX,290,1963-10-7
5557,TMIN,175,1963-10-7
5558,PRCP,0,1963-10-7
5559,TMAX,180,1963-11-7
5560,TMIN,140,1963-11-7
5561,PRCP,0,1963-11-7
5562,TMAX,150,1963-12-7
5563,TMIN,120,1963-12-7
5564,PRCP,0,1963-12-7
5565,TMAX,230,1964-02-7
5566,TMIN,120,1964-02-7
5567,PRCP,0,1964-02-7
5568,TMAX,290,1964-03-7
5569,TMIN,150,1964-03-7
5570,PRCP,0,1964-03-7
5571,TMAX,310,1964-04-7
5572,TMIN,170,1964-04-7
5573,PRCP,0,1964-04-7
5574,TMAX,310,1964-05-7
5575,TMIN,180,1964-05-7
5576,PRCP,0,1964-05-7
5577,TMAX,250,1964-06-7
5578,TMIN,170,1964-06-7
5579,PRCP,0,1964-06-7
5580,TMAX,250,1964-07-7
5581,TMIN,165,1964-07-7
5582,PRCP,140,1964-07-7
5583,TMAX,255,1964-08-7
5584,TMIN,140,1964-08-7
5585,PRCP,210,1964-08-7
5586,TMAX,230,1964-09-7
5587,TMIN,155,1964-09-7
5588,PRCP,50,1964-09-7
5589,TMAX,220,1964-10-7
5590,TMIN,90,1964-10-7
5591,PRCP,0,1964-10-7
5592,TMAX,240,1964-11-7
5593,TMIN,110,1964-11-7
5594,PRCP,0,1964-11-7
5595,TMAX,240,1964-12-7
5596,TMIN,130,1964-12-7
5597,PRCP,0,1964-12-7
5598,TMAX,250,1965-01-7
5599,TMIN,110,1965-01-7
5600,PRCP,0,1965-01-7
5601,TMAX,300,1965-05-7
5602,TMIN,190,1965-05-7
5603,PRCP,0,1965-05-7
5604,TMAX,250,1965-06-7
5605,TMIN,150,1965-06-7
5606,PRCP,67,1965-06-7
5607,TMAX,230,1965-07-7
5608,TMIN,160,1965-07-7
5609,PRCP,28,1965-07-7
5610,TMAX,240,1965-08-7
5611,TMIN,160,1965-08-7
5612,PRCP,271,1965-08-7
5613,TMAX,230,1965-09-7
5614,TMIN,150,1965-09-7
5615,PRCP,17,1965-09-7
5616,TMAX,235,1965-10-7
5617,TMIN,130,1965-10-7
5618,PRCP,0,1965-10-7
5619,TMAX,240,1965-11-7
5620,TMIN,135,1965-11-7
5621,PRCP,0,1965-11-7
5622,TMAX,220,1965-12-7
5623,TMIN,110,1965-12-7
5624,PRCP,0,1965-12-7
5625,TMAX,230,1966-01-7
5626,TMIN,130,1966-01-7
5627,PRCP,5,1966-01-7
5628,TMAX,250,1966-02-7
5629,TMIN,140,1966-02-7
5630,PRCP,0,1966-02-7
5631,TMAX,270,1966-03-7
5632,TMIN,120,1966-03-7
5633,PRCP,0,1966-03-7
5634,TMAX,280,1966-04-7
5635,TMIN,150,1966-04-7
5636,PRCP,0,1966-04-7
5637,TMAX,270,1966-05-7
5638,TMIN,165,1966-05-7
5639,PRCP,0,1966-05-7
5640,TMAX,290,1966-06-7
5641,TMIN,180,1966-06-7
5642,PRCP,0,1966-06-7
5643,TMAX,255,1966-07-7
5644,TMIN,160,1966-07-7
5645,PRCP,115,1966-07-7
5646,TMAX,260,1966-08-7
5647,TMIN,160,1966-08-7
5648,PRCP,0,1966-08-7
5649,TMAX,245,1966-09-7
5650,TMIN,150,1966-09-7
5651,PRCP,0,1966-09-7
5652,TMAX,255,1966-10-7
5653,TMIN,140,1966-10-7
5654,PRCP,0,1966-10-7
5655,TMAX,260,1966-11-7
5656,TMIN,126,1966-11-7
5657,PRCP,0,1966-11-7
5658,TMAX,260,1966-12-7
5659,TMIN,130,1966-12-7
5660,PRCP,0,1966-12-7
5661,TMAX,260,1967-01-7
5662,TMIN,120,1967-01-7
5663,PRCP,0,1967-01-7
5664,TMAX,216,1967-02-7
5665,TMIN,122,1967-02-7
5666,PRCP,0,1967-02-7
5667,TMAX,294,1967-03-7
5668,TMIN,150,1967-03-7
5669,PRCP,0,1967-03-7
5670,TMAX,290,1967-04-7
5671,TMIN,177,1967-04-7
5672,PRCP,66,1967-04-7
5673,TMAX,340,1967-05-7
5674,TMIN,192,1967-05-7
5675,PRCP,0,1967-05-7
5676,TMAX,320,1967-06-7
5677,TMIN,178,1967-06-7
5678,PRCP,0,1967-06-7
5679,TMAX,322,1967-07-7
5680,TMIN,160,1967-07-7
5681,PRCP,3,1967-07-7
5682,TMAX,293,1967-08-7
5683,TMIN,150,1967-08-7
5684,PRCP,29,1967-08-7
5685,TMAX,260,1967-09-7
5686,TMIN,162,1967-09-7
5687,PRCP,39,1967-09-7
5688,TMAX,268,1967-10-7
5689,TMIN,137,1967-10-7
5690,PRCP,94,1967-10-7
5691,TMAX,270,1967-11-7
5692,TMIN,131,1967-11-7
5693,PRCP,0,1967-11-7
5694,TMAX,250,1967-12-7
5695,TMIN,143,1967-12-7
5696,PRCP,0,1967-12-7
5697,TMAX,260,1968-01-7
5698,TMIN,128,1968-01-7
5699,PRCP,0,1968-01-7
5700,TMAX,200,1968-02-7
5701,TMIN,71,1968-02-7
5702,PRCP,0,1968-02-7
5703,TMAX,260,1968-03-7
5704,TMIN,123,1968-03-7
5705,PRCP,0,1968-03-7
5706,TMAX,292,1968-04-7
5707,TMIN,163,1968-04-7
5708,PRCP,5,1968-04-7
5709,TMAX,284,1968-05-7
5710,TMIN,180,1968-05-7
5711,PRCP,0,1968-05-7
5712,TMAX,290,1968-06-7
5713,TMIN,162,1968-06-7
5714,PRCP,0,1968-06-7
5715,TMAX,260,1968-07-7
5716,TMIN,154,1968-07-7
5717,PRCP,7,1968-07-7
5718,TMAX,260,1968-08-7
5719,TMIN,160,1968-08-7
5720,PRCP,60,1968-08-7
5721,TMAX,264,1968-09-7
5722,TMIN,150,1968-09-7
5723,PRCP,0,1968-09-7
5724,TMAX,252,1968-10-7
5725,TMIN,140,1968-10-7
5726,PRCP,0,1968-10-7
5727,TMAX,280,1968-11-7
5728,TMIN,160,1968-11-7
5729,PRCP,0,1968-11-7
5730,TMAX,240,1968-12-7
5731,TMIN,150,1968-12-7
5732,PRCP,11,1968-12-7
5733,TMAX,240,1969-01-7
5734,TMIN,120,1969-01-7
5735,PRCP,0,1969-01-7
5736,TMAX,282,1969-02-7
5737,TMIN,152,1969-02-7
5738,PRCP,0,1969-02-7
5739,TMAX,220,1969-03-7
5740,TMIN,142,1969-03-7
5741,PRCP,0,1969-03-7
5742,TMAX,300,1969-04-7
5743,TMIN,180,1969-04-7
5744,PRCP,0,1969-04-7
5745,TMAX,330,1969-05-7
5746,TMIN,180,1969-05-7
5747,PRCP,0,1969-05-7
5748,TMAX,310,1969-06-7
5749,TMIN,193,1969-06-7
5750,PRCP,3,1969-06-7
5751,TMAX,260,1969-07-7
5752,TMIN,162,1969-07-7
5753,PRCP,87,1969-07-7
5754,TMAX,260,1969-08-7
5755,TMIN,160,1969-08-7
5756,PRCP,202,1969-08-7
5757,TMAX,240,1969-09-7
5758,TMIN,170,1969-09-7
5759,PRCP,145,1969-09-7
5760,TMAX,248,1969-10-7
5761,TMIN,144,1969-10-7
5762,PRCP,0,1969-10-7
5763,TMAX,274,1969-11-7
5764,TMIN,172,1969-11-7
5765,PRCP,0,1969-11-7
5766,TMAX,240,1969-12-7
5767,TMIN,140,1969-12-7
5768,PRCP,0,1969-12-7
5769,TMAX,240,1970-01-7
5770,TMIN,116,1970-01-7
5771,PRCP,0,1970-01-7
5772,TMAX,260,1970-02-7
5773,TMIN,144,1970-02-7
5774,PRCP,0,1970-02-7
5775,TMAX,260,1970-03-7
5776,TMIN,130,1970-03-7
5777,PRCP,0,1970-03-7
5778,TMAX,303,1970-04-7
5779,TMIN,176,1970-04-7
5780,PRCP,0,1970-04-7
5781,TMAX,310,1970-05-7
5782,TMIN,168,1970-05-7
5783,PRCP,0,1970-05-7
5784,TMAX,306,1970-06-7
5785,TMIN,170,1970-06-7
5786,PRCP,550,1970-06-7
5787,TMAX,253,1970-07-7
5788,TMIN,169,1970-07-7
5789,PRCP,160,1970-07-7
5790,TMAX,229,1970-08-7
5791,TMIN,164,1970-08-7
5792,PRCP,0,1970-08-7
5793,TMAX,240,1970-09-7
5794,TMIN,150,1970-09-7
5795,PRCP,45,1970-09-7
5796,TMAX,277,1970-10-7
5797,TMIN,142,1970-10-7
5798,PRCP,0,1970-10-7
5799,TMAX,274,1970-11-7
5800,TMIN,140,1970-11-7
5801,PRCP,0,1970-11-7
5802,TMAX,227,1970-12-7
5803,TMIN,86,1970-12-7
5804,PRCP,0,1970-12-7
5805,TMAX,270,1971-01-7
5806,TMIN,120,1971-01-7
5807,PRCP,0,1971-01-7
5808,TMAX,273,1971-02-7
5809,TMIN,113,1971-02-7
5810,PRCP,0,1971-02-7
5811,TMAX,300,1971-06-7
5812,TMIN,178,1971-06-7
5813,PRCP,0,1971-06-7
5814,TMAX,272,1971-07-7
5815,TMIN,180,1971-07-7
5816,PRCP,0,1971-07-7
5817,TMAX,273,1971-08-7
5818,TMIN,160,1971-08-7
5819,PRCP,220,1971-08-7
5820,TMAX,250,1971-09-7
5821,TMIN,155,1971-09-7
5822,PRCP,45,1971-09-7
5823,TMAX,235,1971-10-7
5824,TMIN,135,1971-10-7
5825,PRCP,15,1971-10-7
5826,TMAX,240,1971-11-7
5827,TMIN,120,1971-11-7
5828,PRCP,0,1971-11-7
5829,TMAX,230,1971-12-7
5830,TMIN,120,1971-12-7
5831,PRCP,0,1971-12-7
5832,TMAX,260,1972-01-7
5833,TMIN,110,1972-01-7
5834,PRCP,0,1972-01-7
5835,TMAX,260,1972-02-7
5836,TMIN,110,1972-02-7
5837,PRCP,0,1972-02-7
5838,TMAX,270,1972-03-7
5839,TMIN,115,1972-03-7
5840,PRCP,0,1972-03-7
5841,TMAX,300,1972-04-7
5842,TMIN,105,1972-04-7
5843,PRCP,0,1972-04-7
5844,TMAX,280,1972-05-7
5845,TMIN,190,1972-05-7
5846,PRCP,0,1972-05-7
5847,TMAX,300,1972-06-7
5848,TMIN,170,1972-06-7
5849,PRCP,0,1972-06-7
5850,TMAX,250,1972-07-7
5851,TMIN,150,1972-07-7
5852,PRCP,40,1972-07-7
5853,TMAX,250,1972-08-7
5854,TMIN,150,1972-08-7
5855,PRCP,0,1972-08-7
5856,TMAX,250,1972-09-7
5857,TMIN,150,1972-09-7
5858,PRCP,15,1972-09-7
5859,TMAX,270,1972-10-7
5860,TMIN,170,1972-10-7
5861,PRCP,415,1972-10-7
5862,TMAX,255,1972-11-7
5863,TMIN,150,1972-11-7
5864,PRCP,0,1972-11-7
5865,TMAX,250,1972-12-7
5866,TMIN,150,1972-12-7
5867,PRCP,0,1972-12-7
5868,TMAX,260,1973-01-7
5869,TMIN,140,1973-01-7
5870,PRCP,0,1973-01-7
5871,TMAX,240,1973-02-7
5872,TMIN,110,1973-02-7
5873,PRCP,0,1973-02-7
5874,TMAX,290,1973-03-7
5875,TMIN,150,1973-03-7
5876,PRCP,0,1973-03-7
5877,TMAX,250,1973-04-7
5878,TMIN,140,1973-04-7
5879,PRCP,0,1973-04-7
5880,TMAX,300,1973-05-7
5881,TMIN,200,1973-05-7
5882,PRCP,0,1973-05-7
5883,TMAX,260,1973-06-7
5884,TMIN,160,1973-06-7
5885,PRCP,0,1973-06-7
5886,TMAX,240,1973-08-7
5887,TMIN,160,1973-08-7
5888,PRCP,25,1973-08-7
5889,TMAX,210,1973-09-7
5890,TMIN,170,1973-09-7
5891,PRCP,75,1973-09-7
5892,TMAX,255,1973-10-7
5893,TMIN,140,1973-10-7
5894,PRCP,0,1973-10-7
5895,TMAX,260,1973-11-7
5896,TMIN,145,1973-11-7
5897,PRCP,0,1973-11-7
5898,TMAX,230,1973-12-7
5899,TMIN,120,1973-12-7
5900,PRCP,0,1973-12-7
5903,PRCP,0,1974-01-7
5904,TMAX,270,1974-02-7
5905,TMIN,145,1974-02-7
5906,PRCP,0,1974-02-7
5907,TMAX,175,1974-03-7
5908,TMIN,140,1974-03-7
5909,PRCP,0,1974-03-7
5910,TMAX,290,1974-04-7
5911,TMIN,140,1974-04-7
5912,PRCP,0,1974-04-7
5913,TMAX,310,1974-05-7
5914,TMIN,170,1974-05-7
5915,PRCP,0,1974-05-7
5916,TMAX,260,1974-06-7
5917,TMIN,160,1974-06-7
5918,PRCP,70,1974-06-7
5919,TMAX,240,1974-07-7
5920,TMIN,150,1974-07-7
5921,PRCP,20,1974-07-7
5922,TMAX,260,1974-08-7
5923,TMIN,160,1974-08-7
5924,PRCP,0,1974-08-7
5925,TMAX,260,1974-09-7
5926,TMIN,160,1974-09-7
5927,PRCP,0,1974-09-7
5928,TMAX,250,1974-10-7
5929,TMIN,135,1974-10-7
5930,PRCP,0,1974-10-7
5931,TMAX,270,1974-11-7
5932,TMIN,150,1974-11-7
5933,PRCP,0,1974-11-7
5934,TMAX,260,1974-12-7
5935,TMIN,140,1974-12-7
5936,PRCP,0,1974-12-7
5937,TMAX,250,1975-01-7
5938,TMIN,150,1975-01-7
5939,PRCP,0,1975-01-7
5940,TMAX,250,1975-02-7
5941,TMIN,140,1975-02-7
5942,PRCP,0,1975-02-7
5943,TMAX,290,1975-03-7
5944,TMIN,140,1975-03-7
5945,PRCP,0,1975-03-7
5946,TMAX,300,1975-04-7
5947,TMIN,170,1975-04-7
5948,PRCP,0,1975-04-7
5949,TMAX,300,1975-05-7
5950,TMIN,190,1975-05-7
5951,PRCP,0,1975-05-7
5952,TMAX,260,1975-06-7
5953,TMIN,170,1975-06-7
5954,PRCP,55,1975-06-7
5955,TMAX,260,1975-07-7
5956,TMIN,150,1975-07-7
5957,PRCP,0,1975-07-7
5958,TMAX,250,1975-08-7
5959,TMIN,150,1975-08-7
5960,PRCP,35,1975-08-7
5961,TMAX,250,1975-09-7
5962,TMIN,140,1975-09-7
5963,PRCP,45,1975-09-7
5964,TMAX,270,1975-10-7
5965,TMIN,160,1975-10-7
5966,PRCP,0,1975-10-7
5967,TMAX,270,1975-11-7
5968,TMIN,160,1975-11-7
5969,PRCP,0,1975-11-7
5970,TMAX,230,1975-12-7
5971,TMIN,100,1975-12-7
5972,PRCP,0,1975-12-7
5973,TMAX,240,1976-01-7
5974,TMIN,120,1976-01-7
5975,PRCP,0,1976-01-7
5976,TMAX,260,1976-02-7
5977,TMIN,130,1976-02-7
5978,PRCP,0,1976-02-7
5979,TMAX,260,1976-03-7
5980,TMIN,150,1976-03-7
5981,PRCP,0,1976-03-7
5982,TMAX,290,1976-04-7
5983,TMIN,150,1976-04-7
5984,PRCP,0,1976-04-7
5985,TMAX,310,1976-05-7
5986,TMIN,180,1976-05-7
5987,PRCP,0,1976-05-7
5988,TMAX,280,1976-06-7
5989,TMIN,165,1976-06-7
5990,PRCP,0,1976-06-7
5991,TMAX,240,1976-07-7
5992,TMIN,170,1976-07-7
5993,PRCP,465,1976-07-7
5994,TMAX,270,1976-08-7
5995,TMIN,150,1976-08-7
5996,PRCP,0,1976-08-7
5997,TMAX,250,1976-09-7
5998,TMIN,150,1976-09-7
5999,PRCP,0,1976-09-7
6000,TMAX,240,1976-10-7
6001,TMIN,160,1976-10-7
6002,PRCP,400,1976-10-7
6004,TMIN,120,1976-11-7
6005,PRCP,0,1976-11-7
6006,TMAX,260,1976-12-7
6007,TMIN,130,1976-12-7
6008,PRCP,0,1976-12-7
6009,TMAX,270,1977-01-7
6010,TMIN,140,1977-01-7
6011,PRCP,0,1977-01-7
6012,TMAX,270,1977-02-7
6013,TMIN,140,1977-02-7
6014,PRCP,0,1977-02-7
6015,TMAX,280,1977-03-7
6016,TMIN,150,1977-03-7
6017,PRCP,0,1977-03-7
6018,TMAX,270,1977-04-7
6019,TMIN,160,1977-04-7
6020,PRCP,0,1977-04-7
6021,TMAX,310,1977-05-7
6022,TMIN,170,1977-05-7
6023,PRCP,35,1977-05-7
6024,TMAX,270,1977-06-7
6025,TMIN,150,1977-06-7
6026,PRCP,100,1977-06-7
6027,TMAX,240,1977-07-7
6028,TMIN,160,1977-07-7
6029,PRCP,195,1977-07-7
6030,TMAX,260,1977-08-7
6031,TMIN,160,1977-08-7
6032,PRCP,65,1977-08-7
6033,TMAX,250,1977-09-7
6034,TMIN,150,1977-09-7
6035,PRCP,400,1977-09-7
6036,TMAX,285,1977-10-7
6037,TMIN,145,1977-10-7
6038,PRCP,0,1977-10-7
6039,TMAX,275,1977-11-7
6040,TMIN,145,1977-11-7
6041,PRCP,0,1977-11-7
6042,TMAX,260,1977-12-7
6043,TMIN,130,1977-12-7
6044,PRCP,0,1977-12-7
6045,TMAX,250,1978-01-7
6046,TMIN,130,1978-01-7
6047,PRCP,0,1978-01-7
6048,TMAX,185,1978-02-7
6049,TMIN,115,1978-02-7
6050,PRCP,0,1978-02-7
6051,TMAX,265,1978-03-7
6052,TMIN,130,1978-03-7
6053,PRCP,0,1978-03-7
6054,TMAX,310,1978-04-7
6055,TMIN,170,1978-04-7
6056,PRCP,0,1978-04-7
6057,TMAX,330,1978-05-7
6058,TMIN,165,1978-05-7
6059,PRCP,0,1978-05-7
6060,TMAX,230,1978-06-7
6061,TMIN,180,1978-06-7
6062,PRCP,5,1978-06-7
6063,TMAX,285,1978-07-7
6064,TMIN,155,1978-07-7
6065,PRCP,0,1978-07-7
6066,TMAX,285,1978-08-7
6067,TMIN,165,1978-08-7
6068,PRCP,0,1978-08-7
6069,TMAX,240,1978-09-7
6070,TMIN,170,1978-09-7
6071,PRCP,0,1978-09-7
6072,TMAX,260,1978-10-7
6073,TMIN,160,1978-10-7
6074,PRCP,550,1978-10-7
6075,TMAX,260,1978-11-7
6076,TMIN,155,1978-11-7
6077,PRCP,0,1978-11-7
6078,TMAX,255,1978-12-7
6079,TMIN,140,1978-12-7
6080,PRCP,0,1978-12-7
6081,TMAX,250,1979-01-7
6082,TMIN,125,1979-01-7
6083,PRCP,0,1979-01-7
6084,TMAX,245,1979-02-7
6085,TMIN,130,1979-02-7
6086,PRCP,0,1979-02-7
6087,TMAX,265,1979-03-7
6088,TMIN,130,1979-03-7
6089,PRCP,0,1979-03-7
6090,TMAX,320,1979-04-7
6091,TMIN,175,1979-04-7
6092,PRCP,0,1979-04-7
6093,TMAX,290,1979-05-7
6094,TMIN,175,1979-05-7
6095,PRCP,0,1979-05-7
6096,TMAX,305,1979-06-7
6097,TMIN,170,1979-06-7
6098,PRCP,0,1979-06-7
6099,TMAX,295,1979-07-7
6100,TMIN,170,1979-07-7
6101,PRCP,3,1979-07-7
6102,TMAX,270,1979-08-7
6103,TMIN,145,1979-08-7
6104,PRCP,4,1979-08-7
6105,TMAX,245,1979-09-7
6106,TMIN,160,1979-09-7
6107,PRCP,6,1979-09-7
6108,TMAX,275,1979-10-7
6109,TMIN,110,1979-10-7
6110,PRCP,0,1979-10-7
6111,TMAX,280,1979-11-7
6112,TMIN,100,1979-11-7
6113,PRCP,0,1979-11-7
6114,TMAX,285,1979-12-7
6115,TMIN,95,1979-12-7
6116,PRCP,0,1979-12-7
6117,TMAX,265,1980-01-7
6118,TMIN,125,1980-01-7
6119,PRCP,0,1980-01-7
6120,TMAX,250,1980-02-7
6121,TMIN,120,1980-02-7
6122,PRCP,0,1980-02-7
6123,TMAX,300,1980-03-7
6124,TMIN,150,1980-03-7
6125,PRCP,0,1980-03-7
6126,TMAX,300,1980-04-7
6127,TMIN,180,1980-04-7
6128,PRCP,0,1980-04-7
6129,TMAX,295,1980-05-7
6130,TMIN,160,1980-05-7
6131,PRCP,0,1980-05-7
6132,TMAX,315,1980-06-7
6133,TMIN,190,1980-06-7
6134,PRCP,0,1980-06-7
6135,TMAX,260,1980-07-7
6136,TMIN,165,1980-07-7
6137,PRCP,14,1980-07-7
6138,TMAX,270,1980-08-7
6139,TMIN,160,1980-08-7
6140,PRCP,0,1980-08-7
6141,TMAX,230,1980-09-7
6142,TMIN,160,1980-09-7
6143,PRCP,148,1980-09-7
6144,TMAX,250,1980-10-7
6145,TMIN,120,1980-10-7
6146,PRCP,0,1980-10-7
6147,TMAX,250,1980-11-7
6148,TMIN,130,1980-11-7
6149,PRCP,0,1980-11-7
6150,TMAX,250,1980-12-7
6151,TMIN,150,1980-12-7
6152,PRCP,0,1980-12-7
6153,TMAX,330,1955-04-8
6154,TMIN,160,1955-04-8
6155,PRCP,0,1955-04-8
6156,TMAX,310,1955-05-8
6157,TMIN,160,1955-05-8
6158,PRCP,0,1955-05-8
6159,TMAX,270,1955-06-8
6160,TMIN,150,1955-06-8
6161,PRCP,0,1955-06-8
6162,TMAX,210,1955-07-8
6163,TMIN,140,1955-07-8
6164,PRCP,57,1955-07-8
6165,TMAX,270,1955-08-8
6166,TMIN,140,1955-08-8
6167,PRCP,0,1955-08-8
6168,TMAX,250,1955-09-8
6169,TMIN,150,1955-09-8
6170,PRCP,17,1955-09-8
6171,TMAX,270,1955-10-8
6172,TMIN,130,1955-10-8
6173,PRCP,0,1955-10-8
6174,TMAX,240,1955-11-8
6175,TMIN,110,1955-11-8
6176,PRCP,5,1955-11-8
6177,TMAX,250,1955-12-8
6178,TMIN,120,1955-12-8
6179,PRCP,0,1955-12-8
6180,TMAX,220,1956-01-8
6181,TMIN,70,1956-01-8
6182,PRCP,0,1956-01-8
6183,TMAX,260,1956-02-8
6184,TMIN,130,1956-02-8
6185,PRCP,0,1956-02-8
6186,TMAX,290,1956-03-8
6187,TMIN,150,1956-03-8
6188,PRCP,0,1956-03-8
6189,TMAX,310,1956-04-8
6190,TMIN,160,1956-04-8
6191,PRCP,0,1956-04-8
6192,TMAX,300,1956-05-8
6193,TMIN,160,1956-05-8
6194,PRCP,0,1956-05-8
6195,TMAX,250,1956-06-8
6196,TMIN,150,1956-06-8
6197,PRCP,52,1956-06-8
6198,TMAX,250,1956-07-8
6199,TMIN,160,1956-07-8
6200,PRCP,51,1956-07-8
6201,TMAX,260,1956-08-8
6202,TMIN,150,1956-08-8
6203,PRCP,35,1956-08-8
6204,TMAX,240,1956-09-8
6205,TMIN,150,1956-09-8
6206,PRCP,0,1956-09-8
6207,TMAX,240,1956-10-8
6208,TMIN,150,1956-10-8
6209,PRCP,0,1956-10-8
6210,TMAX,260,1956-12-8
6211,TMIN,120,1956-12-8
6212,PRCP,0,1956-12-8
6213,TMAX,270,1957-01-8
6214,TMIN,120,1957-01-8
6215,PRCP,0,1957-01-8
6216,TMAX,280,1957-02-8
6217,TMIN,130,1957-02-8
6218,PRCP,0,1957-02-8
6219,TMAX,270,1957-03-8
6220,TMIN,130,1957-03-8
6221,PRCP,0,1957-03-8
6222,TMAX,320,1957-04-8
6223,TMIN,170,1957-04-8
6224,PRCP,0,1957-04-8
6225,TMAX,240,1957-05-8
6226,TMIN,140,1957-05-8
6227,PRCP,57,1957-05-8
6228,TMAX,310,1957-06-8
6229,TMIN,170,1957-06-8
6230,PRCP,0,1957-06-8
6231,TMAX,280,1957-07-8
6232,TMIN,150,1957-07-8
6233,PRCP,0,1957-07-8
6234,TMAX,280,1957-08-8
6235,TMIN,160,1957-08-8
6236,PRCP,325,1957-08-8
6237,TMAX,280,1957-10-8
6238,TMIN,160,1957-10-8
6239,PRCP,0,1957-10-8
6240,TMAX,290,1957-11-8
6241,TMIN,150,1957-11-8
6242,PRCP,0,1957-11-8
6243,TMAX,240,1957-12-8
6244,TMIN,120,1957-12-8
6245,PRCP,0,1957-12-8
6246,TMAX,210,1958-01-8
6247,TMIN,80,1958-01-8
6248,PRCP,0,1958-01-8
6249,TMAX,260,1958-02-8
6250,TMIN,120,1958-02-8
6251,PRCP,0,1958-02-8
6252,TMAX,300,1958-03-8
6253,TMIN,150,1958-03-8
6254,PRCP,0,1958-03-8
6255,TMAX,320,1958-04-8
6256,TMIN,180,1958-04-8
6257,PRCP,0,1958-04-8
6258,TMAX,310,1958-05-8
6259,TMIN,130,1958-05-8
6260,PRCP,0,1958-05-8
6261,TMAX,270,1958-06-8
6262,TMIN,170,1958-06-8
6263,PRCP,0,1958-06-8
6264,TMAX,260,1958-07-8
6265,TMIN,160,1958-07-8
6266,PRCP,42,1958-07-8
6267,TMAX,250,1958-08-8
6268,TMIN,150,1958-08-8
6269,PRCP,38,1958-08-8
6270,TMAX,260,1958-09-8
6271,TMIN,160,1958-09-8
6272,PRCP,174,1958-09-8
6273,TMAX,270,1958-10-8
6274,TMIN,170,1958-10-8
6275,PRCP,26,1958-10-8
6276,TMAX,250,1958-11-8
6277,TMIN,160,1958-11-8
6278,PRCP,12,1958-11-8
6279,TMAX,260,1958-12-8
6280,TMIN,140,1958-12-8
6281,PRCP,0,1958-12-8
6282,TMAX,260,1959-01-8
6283,TMIN,130,1959-01-8
6284,PRCP,0,1959-01-8
6285,TMAX,260,1959-02-8
6286,TMIN,150,1959-02-8
6287,PRCP,0,1959-02-8
6288,TMAX,290,1959-03-8
